🕘️更新时间,#genre#
中国天气,http://124.165.232.26:8083/rtp/226.0.2.103:8736
财富天下,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.147:1234
财富天下,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/cftx_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
财富天下,http://fn.gcl.de5.net:5908/gsh950428/956923159
财富天下,http://wan1.tangwudi.cc:47859/udp/239.94.1.42:5140
财富天下,http://wan1.tangwudi.cc:47859/udp/239.94.1.67:5140
财富天下,http://222.92.158.109:9889/rtp/239.49.1.29:6000
财富天下,http://106.111.244.12:58099/rtp/239.49.1.29:6000
财富天下,http://182.135.66.163:1888/rtp/239.94.2.234:5140
财富天下,http://182.135.66.163:18888/rtp/239.94.2.234:5140
都市剧场,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/yxfydsjcHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
都市剧场,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.149:1234
都市剧场,http://c.qrjcwy.eu.org:8099/udp/232.0.0.143:9310
都市剧场,http://58.35.95.16:20009/rtp/233.18.204.48:5140
都市剧场,http://182.135.66.163:18888/rtp/239.94.1.133:5140
都市剧场,http://106.111.244.12:58099/rtp/239.49.0.99:8000
都市剧场,http://222.92.158.109:9889/rtp/239.49.0.99:8000
都市剧场,http://182.135.66.163:1888/rtp/239.94.1.133:5140
都市剧场,http://wan1.tangwudi.cc:47859/udp/239.94.1.133:5140
都市剧场,http://58.35.123.183:3333/rtp/233.18.204.48:5140
文物宝库,http://c.qrjcwy.eu.org:8099/udp/232.0.0.217:9252
文物宝库,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/wwbk_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
文物宝库,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.245:1234
国学频道,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.249:1234
国学频道,http://c.qrjcwy.eu.org:8099/udp/232.0.0.221:9264
梨园频道,http://fn.gcl.de5.net:5908/gsh950428/961930369
梨园频道,http://c.qrjcwy.eu.org:8099/udp/232.0.0.219:9256
梨园频道,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/ly_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
梨园频道,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.247:1234
梨园频道,http://222.92.158.109:9889/rtp/239.49.8.193:8000
梨园频道,http://106.111.244.12:58099/rtp/239.49.8.193:8000
梨园频道,http://wan1.tangwudi.cc:47859/udp/239.94.1.16:5140
梨园频道,http://182.135.66.163:18888/rtp/239.94.2.227:5140
梨园频道,http://182.135.66.163:1888/rtp/239.94.2.227:5140
武术世界,http://c.qrjcwy.eu.org:8099/udp/232.0.0.223:9268
武术世界,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/wssj_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
武术世界,http://fn.gcl.de5.net:5908/gsh950428/958475359
武术世界,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.252:1234
武术世界,http://222.92.158.109:9889/rtp/239.49.0.205:8000
武术世界,http://106.111.244.12:58099/rtp/239.49.0.205:8000
武术世界,http://183.222.15.202:4321/rtp/239.11.0.146:5140
武术世界,http://223.86.170.98:4500/rtp/239.11.0.146:5140
中华特产,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.89:1234
中华特产,http://fn.gcl.de5.net:5908/gsh950428/959986618
中华特产,http://c.qrjcwy.eu.org:8099/udp/232.0.0.247:9136
生活时尚,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.107:1234
生活时尚,http://c.qrjcwy.eu.org:8099/udp/232.0.0.125:9296
生活时尚,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/shssH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
生活时尚,http://182.135.66.163:18888/rtp/239.94.1.146:5140
生活时尚,http://182.135.66.163:1888/rtp/239.94.1.146:5140
生活时尚,http://222.92.158.109:9889/rtp/239.49.0.97:8000
生活时尚,http://106.111.244.12:58099/rtp/239.49.0.97:8000
生活时尚,http://182.135.66.163:1888/rtp/239.94.1.40:5140
生活时尚,http://182.135.66.163:18888/rtp/239.94.1.40:5140
生活时尚,http://58.35.95.16:20009/rtp/233.18.204.45:5140
游戏风云,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.127:1234
游戏风云,http://c.qrjcwy.eu.org:8099/udp/232.0.0.139:9302
游戏风云,http://182.135.66.163:1888/rtp/239.94.1.46:5140
游戏风云,http://182.135.66.163:18888/rtp/239.94.1.46:5140
游戏风云,http://58.35.123.183:3333/rtp/233.18.204.44:5140
游戏风云,http://wan1.tangwudi.cc:47859/udp/239.94.1.46:5140
游戏风云,http://58.35.95.16:20009/rtp/233.18.204.44:5140
游戏风云,http://58.35.123.183:3333/rtp/233.18.204.13:5140
游戏风云,http://58.35.95.16:20009/rtp/233.18.204.13:5140
游戏风云,http://182.135.66.163:18888/rtp/239.94.2.235:5140
金色学堂,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.133:1234
金色学堂,http://c.qrjcwy.eu.org:8099/udp/232.0.0.141:9306
金色学堂,http://182.135.66.163:1888/rtp/239.94.1.165:5140
金色学堂,http://182.135.66.163:18888/rtp/239.94.1.165:5140
金色学堂,http://58.35.95.16:20009/rtp/233.18.204.66:5140
金色学堂,http://58.35.123.183:3333/rtp/233.18.204.66:5140
金色学堂,http://wan1.tangwudi.cc:47859/udp/239.94.1.165:5140
法治天地,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/fztx_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
法治天地,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.134:1234
法治天地,http://c.qrjcwy.eu.org:8099/udp/232.0.0.142:9308
法治天地,http://182.135.66.163:1888/rtp/239.94.1.166:5140
法治天地,http://182.135.66.163:18888/rtp/239.94.1.166:5140
法治天地,http://58.35.123.183:3333/rtp/233.18.204.49:5140
法治天地,http://wan1.tangwudi.cc:47859/udp/239.94.1.166:5140
法治天地,http://58.35.95.16:20009/rtp/233.18.204.49:5140
四海钓鱼,http://c.qrjcwy.eu.org:8099/udp/232.0.0.56:8692
四海钓鱼,http://fn.gcl.de5.net:5908/gsh950428/637444975
四海钓鱼,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/shdy_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四海钓鱼,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.66:1234
四海钓鱼,http://wan1.tangwudi.cc:47859/udp/239.94.1.168:5140
乐游,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/qjs-HDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
乐游,http://c.qrjcwy.eu.org:8099/udp/232.0.0.126:9298
乐游,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.108:1234
乐游,http://58.35.123.183:3333/rtp/233.18.204.47:5140
乐游,http://58.35.95.16:20009/rtp/233.18.204.47:5140
乐游,http://182.135.66.163:1888/rtp/239.94.1.164:5140
乐游,http://182.135.66.163:18888/rtp/239.94.1.164:5140
乐游,http://wan1.tangwudi.cc:47859/udp/239.94.1.164:5140
快乐垂钓,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.242:1234
快乐垂钓,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/fyzqklcdHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
快乐垂钓,http://fn.gcl.de5.net:5908/gsh950428/961930263
快乐垂钓,http://c.qrjcwy.eu.org:8099/udp/232.0.0.214:9246
快乐垂钓,http://112.115.49.181:4915/rtp/239.200.200.103:8400
快乐垂钓,http://thhomes.cn:4000/rtp/239.3.1.164:8001
快乐垂钓,http://175.0.71.111:8888/udp/239.76.253.5:9000
快乐垂钓,http://wan1.tangwudi.cc:47859/udp/239.94.1.153:5140
快乐垂钓,http://113.221.59.169:4000/udp/239.76.246.5:1234
快乐垂钓,http://113.221.59.169:4000/udp/239.76.253.5:9000
魅力时尚,http://wan1.tangwudi.cc:47859/udp/239.94.1.39:5140
谍战剧场,http://c.qrjcwy.eu.org:8099/udp/232.0.0.53:8754
谍战剧场,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.203:1234
谍战剧场,http://wan1.tangwudi.cc:47859/udp/239.94.1.28:5140
求索记录,http://wan1.tangwudi.cc:47859/udp/239.94.1.142:5140
新动漫,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.36:1234
新动漫,http://c.qrjcwy.eu.org:8099/udp/232.0.0.153:9316
新动漫,http://fn.gcl.de5.net:5908/gsh950428/961930269
新动漫,http://112.115.49.181:4915/rtp/239.200.201.32:4120
新动漫,http://60.30.67.44:8834/rtp/225.1.1.216:5002
新动漫,http://60.30.67.45:8834/rtp/225.1.1.216:5002
精彩导视,http://wan1.tangwudi.cc:47859/udp/239.94.1.63:5140
IPTV足球,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.213:1234
IPTV足球,http://c.qrjcwy.eu.org:8099/udp/232.0.0.91:8746
IPTV足球,http://123.112.173.60:4022/rtp/239.3.1.89:4120
IPTV足球,http://114.243.99.254:8888/rtp/239.3.1.89:4120
动漫秀场,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/yybb-dmxc-H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
动漫秀场,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.128:1234
动漫秀场,http://c.qrjcwy.eu.org:8099/udp/232.0.0.140:9304
动漫秀场,http://58.35.123.183:3333/rtp/233.18.204.46:5140
动漫秀场,http://58.35.95.16:20009/rtp/233.18.204.46:5140
动漫秀场,http://58.35.95.16:20009/rtp/233.18.204.54:5140
动漫秀场,http://58.35.123.183:3333/rtp/233.18.204.54:5140
动漫秀场,http://182.135.66.163:1888/rtp/239.94.1.171:5140
动漫秀场,http://182.135.66.163:18888/rtp/239.94.1.171:5140
动漫秀场,http://wan1.tangwudi.cc:47859/udp/239.94.1.171:5140
金鹰纪实,http://c.qrjcwy.eu.org:8099/udp/232.0.0.186:9190
金鹰纪实,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.163:1234
金鹰纪实,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/jyjsHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金鹰纪实,http://58.35.95.16:20009/rtp/233.18.204.104:5140
金鹰纪实,http://58.35.123.183:3333/rtp/233.18.204.104:5140
金鹰纪实,http://thhomes.cn:4000/rtp/239.3.1.58:8156
金鹰纪实,http://182.135.66.163:18888/rtp/239.94.1.1:5140
金鹰纪实,http://112.115.49.181:4915/rtp/239.200.201.126:8840
金鹰纪实,http://182.135.66.163:1888/rtp/239.94.1.1:5140
金鹰纪实,http://222.92.158.109:9889/rtp/239.49.8.79:8000
金鹰卡通,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/jykt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金鹰卡通,http://c.qrjcwy.eu.org:8099/udp/232.0.0.181:9180
金鹰卡通,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.90:1234
金鹰卡通,http://58.35.95.16:20009/rtp/233.18.204.113:5140
金鹰卡通,http://106.111.244.12:58099/rtp/239.49.8.33:8000
金鹰卡通,http://222.92.158.109:9889/rtp/239.49.8.33:8000
金鹰卡通,http://112.115.49.181:4915/rtp/239.200.200.65:8328
金鹰卡通,http://183.222.15.202:4321/rtp/239.11.0.127:5140
金鹰卡通,http://223.86.170.98:4500/rtp/239.11.0.127:5140
金鹰卡通,http://123.112.173.60:4022/rtp/239.3.1.51:9252
北京卡酷少儿,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.54:1234
北京卡酷少儿,http://c.qrjcwy.eu.org:8099/udp/232.0.0.199:9216
北京卡酷少儿,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.57:1234
北京卡酷少儿,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/kkkt_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
北京卡酷少儿,http://107.150.60.122/live/btvkk.m3u8
北京卡酷少儿,http://58.35.95.16:20009/rtp/233.18.204.109:5140
北京卡酷少儿,http://123.112.173.60:4022/rtp/239.3.1.189:8000
北京卡酷少儿,http://thhomes.cn:4000/rtp/239.3.1.189:8000
北京卡酷少儿,http://183.222.15.202:4321/rtp/239.11.0.129:5140
北京卡酷少儿,http://112.115.49.181:4915/rtp/239.200.200.64:8324
嘉佳卡通,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/jjkt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
嘉佳卡通,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.157:1234
嘉佳卡通,http://fn.gcl.de5.net:5908/gsh950428/614952364
嘉佳卡通,http://c.qrjcwy.eu.org:8099/udp/232.0.0.180:9178
嘉佳卡通,http://121.10.7.16:4000/udp/239.77.0.179:5146
嘉佳卡通,http://183.222.15.202:4321/rtp/239.11.0.203:5140
嘉佳卡通,http://123.112.173.60:4022/rtp/239.3.1.147:9268
嘉佳卡通,http://thhomes.cn:4000/rtp/239.3.1.147:9268
嘉佳卡通,http://14.145.187.131:4022/udp/239.77.0.179:5146
嘉佳卡通,http://223.86.170.98:4500/rtp/239.11.0.203:5140
优漫卡通,http://c.qrjcwy.eu.org:8099/udp/232.0.0.182:9182
优漫卡通,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.159:1234
优漫卡通,http://fn.gcl.de5.net:5908/gsh950428/626064703
优漫卡通,http://183.222.15.202:4321/rtp/239.11.0.63:5140
优漫卡通,http://106.111.244.12:58099/rtp/239.49.8.119:8000
优漫卡通,http://222.92.158.109:9889/rtp/239.49.8.119:8000
优漫卡通,http://223.86.170.98:4500/rtp/239.11.0.63:5140
优漫卡通,http://fuxin.yunjifei.top:999/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://182.135.66.163:18888/rtp/239.94.2.232:5140
优漫卡通,http://182.135.66.163:1888/rtp/239.94.2.232:5140
经典动画大集合,http://fn.gcl.de5.net:5908/gsh950428/629942219
聚鲨环球精选,http://c.qrjcwy.eu.org:8099/udp/232.0.0.193:9204
聚鲨环球精选,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/hqgw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
宝宝动画,http://182.135.66.163:18888/rtp/239.94.1.32:5140
宝宝动画,http://182.135.66.163:1888/rtp/239.94.1.32:5140
宝宝动画,http://wan1.tangwudi.cc:47859/udp/239.94.1.32:5140
青春动漫,http://wan1.tangwudi.cc:47859/udp/239.94.1.34:5140
少儿动画,http://wan1.tangwudi.cc:47859/udp/239.94.1.33:5140
少儿天地,http://wan1.tangwudi.cc:47859/udp/239.94.1.138:5140

🎵音乐频道,#genre#
热门综艺,http://wan1.tangwudi.cc:47859/udp/239.94.1.35:5140
戏曲精选,http://wan1.tangwudi.cc:47859/udp/239.94.1.37:5140
音乐现场,http://wan1.tangwudi.cc:47859/udp/239.94.1.36:5140

☘️央视频道,#genre#
CCTV-1,http://c.qrjcwy.eu.org:8099/udp/232.0.0.27:8808
CCTV-1,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.27:1234
CCTV-1,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/CCTV-1H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV-1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
CCTV-1,http://107.150.60.122/live/cctv1hd.m3u8
CCTV-1,http://207.56.13.146:81/cdnlive/cctv1.m3u8
CCTV-1,http://58.35.95.16:20009/rtp/233.18.204.52:5140
CCTV-1,http://106.111.244.12:58099/rtp/239.49.0.207:8000
CCTV-1,http://183.222.15.202:4321/rtp/239.11.0.65:5140
CCTV-1,http://222.92.158.109:9889/rtp/239.49.8.19:9614
CCTV-2,http://c.qrjcwy.eu.org:8099/udp/232.0.0.132:9144
CCTV-2,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.135:1234
CCTV-2,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/CCTV-2H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV-2,http://107.150.60.122/live/cctv2hd.m3u8
CCTV-2,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv2hd
CCTV-2,http://58.35.95.16:20009/rtp/233.18.204.68:5140
CCTV-2,http://183.222.15.202:4321/rtp/239.11.0.108:5140
CCTV-2,http://106.111.244.12:58099/rtp/239.49.8.50:9802
CCTV-2,http://121.10.7.16:4000/udp/239.77.1.158:5146
CCTV-2,http://123.112.173.60:4022/rtp/239.3.1.60:8084
CCTV-3,http://c.qrjcwy.eu.org:8099/udp/232.0.0.198:9214
CCTV-3,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.15:1234
CCTV-3,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/CCTV-3H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV-3,http://107.150.60.122/live/cctv3hd.m3u8
CCTV-3,http://173.208.212.130:8181/1080p/cctv3.m3u8
CCTV-3,http://204.12.221.218:8181/3m1080p/cctv3.m3u8
CCTV-3,http://bztv.tvbus.cc:8081/cdnlive/cctv3.m3u8
CCTV-3,http://207.56.13.146:81/cdnlive/cctv3.m3u8
CCTV-3,http://173.208.212.130:8181/720p/cctv3.m3u8
CCTV-3,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub
CCTV-4,http://c.qrjcwy.eu.org:8099/udp/232.0.0.148:9142
CCTV-4,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.201:1234
CCTV-4,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/CCTV-4H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV-4,http://107.150.60.122/live/cctv4hd.m3u8
CCTV-4,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV-4,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv4hd
CCTV-4,http://207.56.13.146:81/cdnlive/cctv4.m3u8
CCTV-4,http://173.208.212.130:8181/720p/cctv4.m3u8
CCTV-4,http://bztv.tvbus.cc:8081/cdnlive/cctv4.m3u8
CCTV-4,http://14.145.187.131:4022/udp/239.77.1.163:5146
CCTV-4美洲,http://c.qrjcwy.eu.org:8099/udp/232.0.0.145:9110
CCTV-4美洲,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.59:1234
CCTV-4美洲,http://123.112.173.60:4022/rtp/239.3.1.214:4220
CCTV-4美洲,http://112.115.49.181:4915/rtp/239.200.201.181:4220
CCTV-4美洲,http://113.221.59.169:4000/udp/239.76.246.96:1234
CCTV-4美洲,http://175.0.71.111:8888/udp/239.76.253.96:9000
CCTV-4美洲,http://175.0.71.111:8888/udp/239.76.246.96:1234
CCTV-4美洲,http://113.221.59.169:4000/udp/239.76.253.96:9000
CCTV-4美洲,http://114.243.99.254:8888/rtp/239.3.1.214:4220
CCTV-4欧洲,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.53:1234
CCTV-4欧洲,http://c.qrjcwy.eu.org:8099/udp/232.0.0.210:9238
CCTV-4欧洲,http://123.112.173.60:4022/rtp/239.3.1.213:4220
CCTV-4欧洲,http://112.115.49.181:4915/rtp/239.200.201.180:4220
CCTV-4欧洲,http://113.221.59.169:4000/udp/239.76.246.95:1234
CCTV-4欧洲,http://175.0.71.111:8888/udp/239.76.246.95:1234
CCTV-4欧洲,http://175.0.71.111:8888/udp/239.76.253.95:9000
CCTV-4欧洲,http://113.221.59.169:4000/udp/239.76.253.95:9000
CCTV-4欧洲,http://114.243.99.254:8888/rtp/239.3.1.213:4220
CCTV-5,http://c.qrjcwy.eu.org:8099/udp/232.0.0.196:9210
CCTV-5,https://porxy.opd.ccwu.cc/live2.rxip.sc96655.com/live/CCTV-5H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV-5,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.171:1234
CCTV-5,http://107.150.60.122/live/cctv5hd.m3u8
CCTV-5,http://58.35.95.16:20009/rtp/233.18.204.71:5140
CCTV-5,http://121.10.7.16:4000/udp/239.77.0.170:5146
CCTV-5,http://183.222.15.202:4321/rtp/239.11.0.100:5140
CCTV-5,http://223.86.170.98:4500/rtp/239.11.0.100:5140
CCTV-5,http://36.24.201.56:4022/udp/233.50.201.197:5140
CCTV-5,http://222.92.158.109:9889/rtp/239.49.0.206:8000
CCTV-5+,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.93:1234
