📚音乐📚,#genre#
CCTV14,http://goo.bkpcp.top/mg/cctv14
CCTV15,http://goo.bkpcp.top/mg/cctv15
CCTV16,https://yunmei.tv/main/cctv-16.m3u8
CCTV17,http://goo.bkpcp.top/mg/cctv17



CCTV1,http://114.246.201.137:7088/rtp/239.3.1.129:8008
CCTV2,http://114.246.201.137:7088/rtp/239.3.1.60:8084
CCTV3,http://114.246.201.137:7088/rtp/239.3.1.172:8001
CCTV4,http://114.246.201.137:7088/rtp/239.3.1.105:8092
CCTV5,http://114.246.201.137:7088/rtp/239.3.1.173:8001
CCTV5+,http://114.246.201.137:7088/rtp/239.3.1.130:8004
CCTV6,http://114.246.201.137:7088/rtp/239.3.1.174:8001
CCTV7,http://114.246.201.137:7088/rtp/239.3.1.61:8104
CCTV8,http://114.246.201.137:7088/rtp/239.3.1.175:8001
CCTV9,http://114.246.201.137:7088/rtp/239.3.1.62:8112
CCTV10,http://114.246.201.137:7088/rtp/239.3.1.63:8116
CCTV11,http://114.246.201.137:7088/rtp/239.3.1.152:8120
CCTV12,http://114.246.201.137:7088/rtp/239.3.1.64:8124
CCTV13,http://114.246.201.137:7088/rtp/239.3.1.124:8128
CCTV14,http://114.246.201.137:7088/rtp/239.3.1.65:8132
CCTV15,http://114.246.201.137:7088/rtp/239.3.1.153:8136
CCTV16,http://114.246.201.137:7088/rtp/239.3.1.184:8001
CCTV17,http://114.246.201.137:7088/rtp/239.3.1.151:8144





CCTV1,http://171.15.18.199:8180/TV00000000000000000001@HHZT
CCTV2,http://171.15.18.199:8180/TV00000000000000000002@HHZT
CCTV3,http://171.15.18.199:8180/TV00000000000000000003@HHZT
CCTV4,http://171.15.18.199:8180/TV00000000000000000004@HHZT
CCTV5,http://171.15.18.199:8180/TV00000000000000000005@HHZT
CCTV6,http://171.15.18.199:8180/TV00000000000000000006@HHZT
CCTV7,http://171.15.18.199:8180/TV00000000000000000007@HHZT
CCTV8,http://171.15.18.199:8180/TV00000000000000000008@HHZT
CCTV9,http://171.15.18.199:8180/TV00000000000000000009@HHZT
CCTV10,http://171.15.18.199:8180/TV00000000000000000010@HHZT
CCTV11,http://171.15.18.199:8180/TV00000000000000000011@HHZT
CCTV12,http://171.15.18.199:8180/TV00000000000000000012@HHZT
CCTV13,http://171.15.18.199:8180/TV00000000000000000013@HHZT
CCTV14,http://171.15.18.199:8180/TV00000000000000000014@HHZT
CCTV15,http://171.15.18.199:8180/TV00000000000000000015@HHZT
CCTV17,http://171.15.18.199:8180/TV00000000000000000017@HHZT






CCTV1,http://mingjd.cn:7077/rtp/239.3.1.1:8000
CCTV2,http://mingjd.cn:7077/rtp/239.3.1.2:8004
CCTV3,http://mingjd.cn:7077/rtp/239.3.1.107:8001
CCTV4,http://mingjd.cn:7077/rtp/239.3.1.4:8216
CCTV5,http://mingjd.cn:7077/rtp/239.3.1.108:8001
CCTV6,http://mingjd.cn:7077/rtp/239.3.1.109:8001
CCTV7,http://mingjd.cn:7077/rtp/239.3.1.7:8024
CCTV8,http://mingjd.cn:7077/rtp/239.3.1.110:8001
CCTV9,http://mingjd.cn:7077/rtp/239.3.1.9:8032
CCTV10,http://mingjd.cn:7077/rtp/239.3.1.10:8228
CCTV11,http://mingjd.cn:7077/rtp/239.3.1.11:8040
CCTV12,http://mingjd.cn:7077/rtp/239.3.1.12:8232
CCTV13,http://mingjd.cn:7077/rtp/239.3.1.13:8048
CCTV14,http://mingjd.cn:7077/rtp/239.3.1.14:8236
CCTV15,http://mingjd.cn:7077/rtp/239.3.1.15:8052
CCTV17,http://mingjd.cn:7077/rtp/239.3.1.150:8064

CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8
CCTV10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8
CCTV11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8
CCTV12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8





📚卫视📚,#genre#

北京卫视,http://tvbox6.icu/tv/migu.php?id=bjws
东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws
吉林卫视,http://tvbox6.icu/tv/migu.php?id=jlws
辽宁卫视,http://tvbox6.icu/tv/migu.php?id=lnws
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws
宁夏卫视,http://tvbox6.icu/tv/migu.php?id=nxws
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws
青海卫视,http://tvbox6.icu/tv/migu.php?id=qhws
陕西卫视,http://tvbox6.icu/tv/migu.php?id=sxws
山东卫视,http://tvbox6.icu/tv/migu.php?id=sdws
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws
湖南卫视,http://tvbox6.icu/tv/migu.php?id=hunws
江西卫视,http://tvbox6.icu/tv/migu.php?id=jxws
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws
东南卫视,http://tvbox6.icu/tv/migu.php?id=dnws
海峡卫视,http://tvbox6.icu/tv/migu.php?id=hxws
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws
大湾区卫视,http://tvbox6.icu/tv/migu.php?id=dwqws
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws
云南卫视,http://tvbox6.icu/tv/migu.php?id=ynws
贵州卫视,http://tvbox6.icu/tv/migu.php?id=gzws
新疆卫视,http://tvbox6.icu/tv/migu.php?id=xjws
西藏卫视,http://tvbox6.icu/tv/migu.php?id=xzws
海南卫视,http://tvbox6.icu/tv/migu.php?id=hinws
山东教育卫视,http://tvbox6.icu/tv/migu.php?id=sdjy
CHC家庭影院,http://tvbox6.icu/tv/migu.php?id=jtyy
CHC动作电影,http://tvbox6.icu/tv/migu.php?id=dzdy
CGTN,http://tvbox6.icu/tv/migu.php?id=cgtn
CGTN纪录,http://tvbox6.icu/tv/migu.php?id=cgtnjl
CGTN阿拉伯语,http://tvbox6.icu/tv/migu.php?id=cgtna
CGTN法语,http://tvbox6.icu/tv/migu.php?id=cgtnf
CGTN西班牙语,http://tvbox6.icu/tv/migu.php?id=cgtne
CGTN俄语,http://tvbox6.icu/tv/migu.php?id=cgtnr
东方影视,http://tvbox6.icu/tv/migu.php?id=dfys
上海新闻综合,http://tvbox6.icu/tv/migu.php?id=shxwzh
第一财经,http://tvbox6.icu/tv/migu.php?id=dycj
上海纪实人文,http://tvbox6.icu/tv/migu.php?id=shjsrw
上海外语,http://tvbox6.icu/tv/migu.php?id=shics
法治天地,http://tvbox6.icu/tv/migu.php?id=fztd
欢笑剧场,http://tvbox6.icu/tv/migu.php?id=hxjc
乐游HD,http://tvbox6.icu/tv/migu.php?id=ly
魅力足球,http://tvbox6.icu/tv/migu.php?id=mlzq
劲爆体育,http://tvbox6.icu/tv/migu.php?id=jbty
游戏风云,http://tvbox6.icu/tv/migu.php?id=yxfy
七彩戏剧,http://tvbox6.icu/tv/migu.php?id=qcxj
江苏城市,http://tvbox6.icu/tv/migu.php?id=jscs
江苏影视,http://tvbox6.icu/tv/migu.php?id=jsys
江苏综艺,http://tvbox6.icu/tv/migu.php?id=jszy
江苏新闻,http://tvbox6.icu/tv/migu.php?id=jsxw
江苏教育,http://tvbox6.icu/tv/migu.php?id=jsjy
江苏国际,http://tvbox6.icu/tv/migu.php?id=jsgj
江苏体育休闲,http://tvbox6.icu/tv/migu.php?id=jstyxx
优漫卡通,http://tvbox6.icu/tv/migu.php?id=ymkt
南京新闻综合,http://tvbox6.icu/tv/migu.php?id=njxwzh
南京教科,http://tvbox6.icu/tv/migu.php?id=njjk
南京十八,http://tvbox6.icu/tv/migu.php?id=njsb
淮安新闻综合,http://tvbox6.icu/tv/migu.php?id=haxwzh
连云港新闻综合,http://tvbox6.icu/tv/migu.php?id=lygxwzh
苏州新闻综合,http://tvbox6.icu/tv/migu.php?id=szxwzh
泰州新闻综合,http://tvbox6.icu/tv/migu.php?id=tzl
徐州新闻综合,http://tvbox6.icu/tv/migu.php?id=xzxwzh
宿迁新闻综合,http://tvbox6.icu/tv/migu.php?id=sqxwzh
广东影视,http://tvbox6.icu/tv/migu.php?id=gdys
嘉佳卡通,http://tvbox6.icu/tv/migu.php?id=jjkt
中央新影-老故事,http://tvbox6.icu/tv/migu.php?id=lgs
中央新影-发现之旅,http://tvbox6.icu/tv/migu.php?id=fxzl
中央新影-中学生,http://tvbox6.icu/tv/migu.php?id=zxs
经典动画大集合,http://tvbox6.icu/tv/migu.php?id=jddh
金鹰纪实,http://tvbox6.icu/tv/migu.php?id=jyjs
新片放映厅,http://tvbox6.icu/tv/migu.php?id=xpfyt
红色轮播台,http://tvbox6.icu/tv/migu.php?id=hslbt
高清大片,http://tvbox6.icu/tv/migu.php?id=gqdp
玫瑰轮播台,http://tvbox6.icu/tv/migu.php?id=mglbt
热剧联播,http://tvbox6.icu/tv/migu.php?id=rjlb
经典香港电影,http://tvbox6.icu/tv/migu.php?id=jdxgdy
军事迷必看大片,http://tvbox6.icu/tv/migu.php?id=jsdp
历届春晚回顾,http://tvbox6.icu/tv/migu.php?id=ljcwhg
华语乐坛最强音,http://tvbox6.icu/tv/migu.php?id=hyyt
周杰伦现场,http://tvbox6.icu/tv/migu.php?id=zjlxc
最强综艺趴,http://tvbox6.icu/tv/migu.php?id=zqzyp
四海钓鱼,http://tvbox6.icu/tv/migu.php?id=shdy
掼蛋精英赛,http://tvbox6.icu/tv/migu.php?id=gdjys
CBA经典,http://tvbox6.icu/tv/migu.php?id=cbajd
NBA经典,http://tvbox6.icu/tv/migu.php?id=nbajd
UFC格斗精选,http://tvbox6.icu/tv/migu.php?id=ufcgdjx
和平精英赛事,http://tvbox6.icu/tv/migu.php?id=hpjxss
英雄联盟赛事,http://tvbox6.icu/tv/migu.php?id=yxlmss
咪咕24小时体育,http://tvbox6.icu/tv/migu.php?id=mg24hty
欧洲足球风云,http://tvbox6.icu/tv/migu.php?id=ozzqfy
全民乒乓,http://tvbox6.icu/tv/migu.php?id=qmpp
赛事最经典,http://tvbox6.icu/tv/migu.php?id=sszjd
体坛名栏汇,http://tvbox6.icu/tv/migu.php?id=ttmlh
五大联赛经典,http://tvbox6.icu/tv/migu.php?id=wdlsjd



家庭影院,http://goo.bkpcp.top/mg/chcjt
动作电影,http://goo.bkpcp.top/mg/chcdz
陕西卫视,http://goo.bkpcp.top/mg/sxws
海南卫视,http://goo.bkpcp.top/mg/hinws
辽宁卫视,http://goo.bkpcp.top/mg/lnws
广东卫视,http://goo.bkpcp.top/mg/gdws
浙江卫视,http://goo.bkpcp.top/mg/zjws
河南卫视,http://goo.bkpcp.top/mg/hnws
吉林卫视,http://goo.bkpcp.top/mg/jlws
陕西卫视,http://goo.bkpcp.top/mg/sxws
宁夏卫视,http://goo.bkpcp.top/mg/nxws
云南卫视,http://goo.bkpcp.top/mg/ynws
东方卫视,http://goo.bkpcp.top/mg/dfws
重庆卫视,http://goo.bkpcp.top/mg/cqws
内蒙古卫视,http://goo.bkpcp.top/mg/nmws
甘肃卫视,http://goo.bkpcp.top/mg/gsws
青海卫视,http://goo.bkpcp.top/mg/qhws
山东卫视,http://goo.bkpcp.top/mg/sdws
湖北卫视,http://goo.bkpcp.top/mg/hubws
江西卫视,http://goo.bkpcp.top/mg/jxws
江苏卫视,http://goo.bkpcp.top/mg/jsws
大湾区卫视,http://goo.bkpcp.top/mg/dwqws
广西卫视,http://goo.bkpcp.top/mg/gxws
贵州卫视,http://goo.bkpcp.top/mg/gzws
新疆卫视,http://goo.bkpcp.top/mg/xjws
西藏卫视,http://goo.bkpcp.top/mg/xzws
海南卫视,http://goo.bkpcp.top/mg/hinws
四海钓鱼,http://goo.bkpcp.top/mg/shdy
山东教育,http://goo.bkpcp.top/mg/sdjy
游戏风云,http://goo.bkpcp.top/mg/yxfy
之江纪录,http://goo.bkpcp.top/mg/zjjl
杭州综合,http://goo.bkpcp.top/mg/hzzh
杭州明珠,http://goo.bkpcp.top/mg/hzmz
杭州生活,http://goo.bkpcp.top/mg/hzsh
杭州影视,http://goo.bkpcp.top/mg/hzys
杭州少体,http://goo.bkpcp.top/mg/hzse
嵊泗综合,http://goo.bkpcp.top/mg/ssxwzh
经典电影,http://goo.bkpcp.top/mg/jdxgdy
军事大片,http://goo.bkpcp.top/mg/jsdp
热剧联播,http://goo.bkpcp.top/mg/rjlb
新片映厅,http://goo.bkpcp.top/mg/xpfyt
Y+剧场台,http://goo.bkpcp.top/mg/yjjc


湖南卫视,http://171.15.18.199:8180/TV00000000000000000018@HHZT
浙江卫视,http://171.15.18.199:8180/TV00000000000000000020@HHZT
东方卫视,http://171.15.18.199:8180/TV00000000000000000021@HHZT
天津卫视,http://171.15.18.199:8180/TV00000000000000000022@HHZT
山东卫视,http://171.15.18.199:8180/TV00000000000000000024@HHZT
湖北卫视,http://171.15.18.199:8180/TV00000000000000000025@HHZT
深圳卫视,http://171.15.18.199:8180/TV00000000000000000026@HHZT
重庆卫视,http://171.15.18.199:8180/TV00000000000000000030@HHZT
广东卫视,http://171.15.18.199:8180/TV00000000000000000031@HHZT
广西卫视,http://171.15.18.199:8180/TV00000000000000000032@HHZT
东南卫视,http://171.15.18.199:8180/TV00000000000000000033@HHZT
云南卫视,http://171.15.18.199:8180/TV00000000000000000034@HHZT
河北卫视,http://171.15.18.199:8180/TV00000000000000000035@HHZT
吉林卫视,http://171.15.18.199:8180/TV00000000000000000036@HHZT
江西卫视,http://171.15.18.199:8180/TV00000000000000000037@HHZT
山西卫视,http://171.15.18.199:8180/TV00000000000000000038@HHZT
陕西卫视,http://171.15.18.199:8180/TV00000000000000000039@HHZT
四川卫视,http://171.15.18.199:8180/TV00000000000000000040@HHZT
河南卫视,http://171.15.18.199:8180/TV00000000000000000016@HHZT
黑龙江卫视,http://171.15.18.199:8180/TV00000000000000000027@HHZT
海南卫视,http://171.15.18.199:8180/TV00000000000000000028@HHZT



北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8
北京文艺,http://iptv.huuc.edu.cn/hls/btv2hd.m3u8
北京体育,http://iptv.huuc.edu.cn/hls/btv6hd.m3u8
北京影视,http://iptv.huuc.edu.cn/hls/btv4hd.m3u8
北京新闻,http://iptv.huuc.edu.cn/hls/btv9hd.m3u8
北京纪实,http://iptv.huuc.edu.cn/hls/btv11hd.m3u8
湖南卫视,http://iptv.huuc.edu.cn/hls/hunanhd.m3u8
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8
江苏卫视,http://iptv.huuc.edu.cn/hls/jshd.m3u8
东方卫视,http://iptv.huuc.edu.cn/hls/dfhd.m3u8
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
辽宁卫视,http://iptv.huuc.edu.cn/hls/lnhd.m3u8
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8
天津卫视,http://iptv.huuc.edu.cn/hls/tjhd.m3u8
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8
山东卫视,http://iptv.huuc.edu.cn/hls/sdhd.m3u8
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8
上海纪实,http://iptv.huuc.edu.cn/hls/docuchina.m3u8
四川卫视,http://iptv.huuc.edu.cn/hls/schd.m3u8
金鹰纪实,http://iptv.huuc.edu.cn/hls/gedocu.m3u8
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8
河北卫视,http://iptv.huuc.edu.cn/hls/hebhd.m3u8
江西卫视,http://iptv.huuc.edu.cn/hls/jxhd.m3u8



湖南卫视,http://mingjd.cn:7077/rtp/239.3.1.18:8268
浙江卫视,http://mingjd.cn:7077/rtp/239.3.1.19:8284
江苏卫视,http://mingjd.cn:7077/rtp/239.3.1.20:8276
安徽卫视,http://mingjd.cn:7077/rtp/239.3.1.21:8272
天津卫视,http://mingjd.cn:7077/rtp/239.3.1.23:8144
辽宁卫视,http://mingjd.cn:7077/rtp/239.3.1.24:8116
山东卫视,http://mingjd.cn:7077/rtp/239.3.1.25:8148
山东教育,http://mingjd.cn:7077/rtp/239.3.1.52:4120
河南卫视,http://mingjd.cn:7077/rtp/239.3.1.27:8128
黑龙江卫视,http://mingjd.cn:7077/rtp/239.3.1.28:8196
四川卫视,http://mingjd.cn:7077/rtp/239.3.1.29:8288
江西卫视,http://mingjd.cn:7077/rtp/239.3.1.30:8280
贵州卫视,http://mingjd.cn:7077/rtp/239.3.1.31:8120
深圳卫视,http://mingjd.cn:7077/rtp/239.3.1.32:9244
湖北卫视,http://mingjd.cn:7077/rtp/239.3.1.33:8136
东方卫视,http://mingjd.cn:7077/rtp/239.3.1.34:8192
重庆卫视,http://mingjd.cn:7077/rtp/239.3.1.35:8296
东南卫视,http://mingjd.cn:7077/rtp/239.3.1.36:8112
河北卫视,http://mingjd.cn:7077/rtp/239.3.1.37:8292
广东卫视,http://mingjd.cn:7077/rtp/239.3.1.38:8132
广西卫视,http://mingjd.cn:7077/rtp/239.3.1.39:8300
吉林卫视,http://mingjd.cn:7077/rtp/239.3.1.40:8200
陕西卫视,http://mingjd.cn:7077/rtp/239.3.1.41:8140
山西卫视,http://mingjd.cn:7077/rtp/239.3.1.42:8172
内蒙古卫视,http://mingjd.cn:7077/rtp/239.3.1.43:8176
青海卫视,http://mingjd.cn:7077/rtp/239.3.1.44:8184
海南卫视,http://mingjd.cn:7077/rtp/239.3.1.45:8304
宁夏卫视,http://mingjd.cn:7077/rtp/239.3.1.46:8124
西藏卫视,http://mingjd.cn:7077/rtp/239.3.1.47:8164
新疆卫视,http://mingjd.cn:7077/rtp/239.3.1.48:8160
甘肃卫视,http://mingjd.cn:7077/rtp/239.3.1.49:8188
三沙卫视,http://mingjd.cn:7077/rtp/239.3.1.155:4120
云南卫视,http://mingjd.cn:7077/rtp/239.3.1.26:8108
厦门卫视,http://mingjd.cn:7077/rtp/239.3.1.143:4120
兵团卫视,http://mingjd.cn:7077/rtp/239.3.1.144:4120
南方卫视,http://mingjd.cn:7077/rtp/239.3.1.161:8001
财富天下,http://mingjd.cn:7077/rtp/239.3.1.53:9136
金鹰卡通,http://mingjd.cn:7077/rtp/239.3.1.51:9252
嘉佳卡通,http://mingjd.cn:7077/rtp/239.3.1.147:9268
CETV1,http://mingjd.cn:7077/rtp/239.3.1.146:4120
CETV2,http://mingjd.cn:7077/rtp/239.3.1.54:4120
CETV3,http://mingjd.cn:7077/rtp/239.3.1.55:4120
CETV4,http://mingjd.cn:7077/rtp/239.3.1.56:4120
收视指南,http://mingjd.cn:7077/rtp/239.3.1.193:8012
热播剧场,http://mingjd.cn:7077/rtp/239.3.1.194:9020
经典电影,http://mingjd.cn:7077/rtp/239.3.1.195:9024
魅力时尚,http://mingjd.cn:7077/rtp/239.3.1.196:9012
少儿动画,http://mingjd.cn:7077/rtp/239.3.1.199:9000
城市剧场,http://mingjd.cn:7077/rtp/239.3.1.67:4120
军旅剧场,http://mingjd.cn:7077/rtp/239.3.1.68:4120
古装剧场,http://mingjd.cn:7077/rtp/239.3.1.69:4120
音乐现场,http://mingjd.cn:7077/rtp/239.3.1.70:4120
文化北京,http://mingjd.cn:7077/rtp/239.3.1.97:8001
地理,http://mingjd.cn:7077/rtp/239.3.1.71:4120
美妆,http://mingjd.cn:7077/rtp/239.3.1.72:4120
精选,http://mingjd.cn:7077/rtp/239.3.1.74:4120
解密,http://mingjd.cn:7077/rtp/239.3.1.75:4120
军事,http://mingjd.cn:7077/rtp/239.3.1.76:4120
国学,http://mingjd.cn:7077/rtp/239.3.1.77:4120
戏曲,http://mingjd.cn:7077/rtp/239.3.1.78:4120
早教,http://mingjd.cn:7077/rtp/239.3.1.79:4120
动画,http://mingjd.cn:7077/rtp/239.3.1.80:4120
好学生,http://mingjd.cn:7077/rtp/239.3.1.81:4120
鉴赏,http://mingjd.cn:7077/rtp/239.3.1.82:4120
墨宝,http://mingjd.cn:7077/rtp/239.3.1.83:4120
光影,http://mingjd.cn:7077/rtp/239.3.1.84:4120
台球,http://mingjd.cn:7077/rtp/239.3.1.85:4120
爱生活,http://mingjd.cn:7077/rtp/239.3.1.86:4120
武术,http://mingjd.cn:7077/rtp/239.3.1.87:4120
高网,http://mingjd.cn:7077/rtp/239.3.1.88:4120
足球,http://mingjd.cn:7077/rtp/239.3.1.89:4120
武侠剧场,http://mingjd.cn:7077/rtp/239.3.1.90:4120
喜剧影院,http://mingjd.cn:7077/rtp/239.3.1.91:4120
动作影院,http://mingjd.cn:7077/rtp/239.3.1.92:4120
家庭影院,http://mingjd.cn:7077/rtp/239.3.1.93:4120
星影,http://mingjd.cn:7077/rtp/239.3.1.94:4120
睛彩竞技,http://mingjd.cn:7077/rtp/239.3.1.125:8001
睛彩篮球,http://mingjd.cn:7077/rtp/239.3.1.126:8001
睛彩羽毛球,http://mingjd.cn:7077/rtp/239.3.1.127:8001
睛彩广场舞,http://mingjd.cn:7077/rtp/239.3.1.128:8001
粤荟萃,http://mingjd.cn:7077/rtp/239.3.1.162:8001
聚鲨环球,http://mingjd.cn:7077/rtp/239.3.1.160:8001
魅力足球,http://mingjd.cn:7077/rtp/239.3.1.201:8001
游戏风云,http://mingjd.cn:7077/rtp/239.3.1.205:8001
乐游,http://mingjd.cn:7077/rtp/239.3.1.207:8001
动漫秀场,http://mingjd.cn:7077/rtp/239.3.1.202:8001
都市剧场,http://mingjd.cn:7077/rtp/239.3.1.203:8001
法治天地,http://mingjd.cn:7077/rtp/239.3.1.204:8001
生活时尚,http://mingjd.cn:7077/rtp/239.3.1.206:8001





📚AKTV港澳📚,#genre#
now新闻台,http://iptv.diyp.site/公众号【DIYP】.php?key=gat1&id=14
now英超粤,http://iptv.diyp.site/公众号【DIYP】.php?key=gat11&id=5
now英超粤,http://iptv.diyp.site/公众号【DIYP】.php?key=gat1&id=16
凤凰中文,http://iptv.diyp.site/公众号【DIYP】.php?key=gat10&id=6
凤凰资讯,http://iptv.diyp.site/公众号【DIYP】.php?key=gat10&id=7
凤凰香港,http://iptv.diyp.site/公众号【DIYP】.php?key=gat10&id=8
星空卫视,http://iptv.diyp.site/公众号【DIYP】.php?key=gat10&id=16
动作电影,http://iptv.diyp.site/公众号【DIYP】.php?key=gat1&id=2
家庭影院,http://iptv.diyp.site/公众号【DIYP】.php?key=gat1&id=3
影迷电影,http://iptv.diyp.site/公众号【DIYP】.php?key=gat1&id=1
天映电影粤,http://iptv.diyp.site/公众号【DIYP】.php?key=gat1&id=7
天映电影国,http://iptv.diyp.site/公众号【DIYP】.php?key=gat1&id=6
美亚电影粤,http://iptv.diyp.site/公众号【DIYP】.php?key=gat10&id=14
美亚电影粤,http://iptv.diyp.site/公众号【DIYP】.php?key=gat13&id=3
美亚电影国,http://iptv.diyp.site/公众号【DIYP】.php?key=gat13&id=4
美亚电影国,http://iptv.diyp.site/公众号【DIYP】.php?key=gat10&id=13
美亚电影,http://iptv.diyp.site/公众号【DIYP】.php?key=gat10&id=18
美亚电影,http://iptv.diyp.site/公众号【DIYP】.php?key=gat10&id=19
POPC,http://iptv.diyp.site/公众号【DIYP】.php?key=gat10&id=15
now爆谷粤,http://iptv.diyp.site/公众号【DIYP】.php?key=gat1&id=9
