# 这是接口或订阅源的白名单，白名单内的接口或订阅源获取的接口将不会参与测速，优先排序至结果最前。
# 填写频道名称会直接保留该记录至最终结果，如：CCTV-1,接口地址，只填写接口地址则对所有频道生效，多条记录换行输入。
# This is the whitelist of the interface or subscription source. The interface in the whitelist or the interface obtained by the subscription source will not participate in the speed measurement and will be prioritized in the result.
# Filling in the channel name will directly retain the record to the final result, such as: CCTV-1,url, only fill in the interface address will be effective for all channels, multiple records newline input.

📚音乐📚,#genre#
怀旧剧场,http://39.134.52.215/PLTV/88888888/224/3221227079/index.m3u8
风云足球,http://39.134.52.215/PLTV/88888888/224/3221227081/index.m3u8
睛彩竞技,http://39.134.52.215/PLTV/88888888/224/3221227138/index.m3u8
睛彩青少,http://39.134.52.215/PLTV/88888888/224/3221227140/index.m3u8
睛彩广场舞,http://39.134.52.215/PLTV/88888888/224/3221227142/index.m3u8
风云剧场,http://39.134.52.215/PLTV/88888888/224/3221227146/index.m3u8
风云音乐,http://39.134.52.215/PLTV/88888888/224/3221227148/index.m3u8
第一剧场,http://39.134.52.215/PLTV/88888888/224/3221227144/index.m3u8


📚央视📚,#genre#
CCTV1,http://39.134.52.215/PLTV/88888888/224/3221226896/index.m3u8
CCTV2,http://39.134.52.215/PLTV/88888888/224/3221226608/index.m3u8
CCTV2,http://39.134.52.215/PLTV/88888888/224/3221226843/index.m3u8
CCTV3,http://39.134.52.215/PLTV/88888888/224/3221226898/index.m3u8
CCTV3,http://39.134.52.215/PLTV/88888888/224/3221227065/index.m3u8
CCTV4,http://39.134.52.215/PLTV/88888888/224/3221226517/index.m3u8
CCTV4,http://39.134.52.215/PLTV/88888888/224/3221226636/index.m3u8
CCTV5,http://39.134.52.215/PLTV/88888888/224/3221226900/index.m3u8
CCTV5+,http://39.134.52.215/PLTV/88888888/224/3221226912/index.m3u8
CCTV6,http://39.134.52.215/PLTV/88888888/224/3221227128/index.m3u8
CCTV6,http://39.134.52.215/PLTV/88888888/224/3221227060/index.m3u8
CCTV6,http://39.134.52.215/PLTV/88888888/224/3221226847/index.m3u8
CCTV7,http://39.134.52.215/PLTV/88888888/224/3221227067/index.m3u8
CCTV8,http://39.134.52.215/PLTV/88888888/224/3221226902/index.m3u8
CCTV9,http://39.134.52.215/PLTV/88888888/224/3221226849/index.m3u8
CCTV10,http://39.134.52.215/PLTV/88888888/224/3221226904/index.m3u8
CCTV11,http://39.134.52.215/PLTV/88888888/224/3221226851/index.m3u8
CCTV11,http://39.134.52.215/PLTV/88888888/224/3221226558/index.m3u8
CCTV12,http://39.134.52.215/PLTV/88888888/224/3221226906/index.m3u8
CCTV13,http://39.134.52.215/PLTV/88888888/224/3221226853/index.m3u8
CCTV14,http://39.134.52.215/PLTV/88888888/224/3221226908/index.m3u8
CCTV15,http://8.138.7.223/tv/migu2.php?id=16
CCTV16,http://39.134.52.215/PLTV/88888888/224/3221226910/index.m3u8
CCTV17,http://39.134.52.215/PLTV/88888888/224/3221226594/index.m3u8
CCTV17,http://39.134.52.215/PLTV/88888888/224/3221226613/index.m3u8
CCTV17,http://39.134.52.215/PLTV/88888888/224/3221226857/index.m3u8
CCTV1,http://39.134.52.215/PLTV/88888888/224/3221226556/index.m3u8
CCTV4,http://39.134.52.215/PLTV/88888888/224/3221226845/index.m3u8
CCTV5,http://39.134.52.215/PLTV/88888888/224/3221227126/index.m3u8
CCTV5+,http://39.134.52.215/PLTV/88888888/224/3221226611/index.m3u8
CCTV7,http://39.134.52.215/PLTV/88888888/224/3221226640/index.m3u8
CCTV8,http://39.134.52.215/PLTV/88888888/224/3221227130/index.m3u8
CCTV10,http://39.134.52.215/PLTV/88888888/224/3221226604/index.m3u8
CCTV12,http://39.134.52.215/PLTV/88888888/224/3221226606/index.m3u8
CCTV14,http://39.134.52.215/PLTV/88888888/224/3221226855/index.m3u8
CCTV14,http://39.134.52.215/PLTV/88888888/224/3221226571/index.m3u8
CCTV-6,http://39.134.52.215/PLTV/88888888/224/3221226834/index.m3u8
CETV1,http://39.134.52.215/PLTV/88888888/224/3221226518/index.m3u8
CCTV1,http://106.52.196.79:80/TV/mui.php?id=cctv1
CCTV2,http://106.52.196.79:80/TV/mui.php?id=cctv2
CCTV3,http://106.52.196.79:80/TV/mui.php?id=cctv3
CCTV4,http://106.52.196.79:80/TV/mui.php?id=cctv4
CCTV6,http://106.52.196.79:80/TV/mui.php?id=cctv6
CCTV7,http://106.52.196.79:80/TV/mui.php?id=cctv7
CCTV8,http://106.52.196.79:80/TV/mui.php?id=cctv8
CCTV9,http://106.52.196.79:80/TV/mui.php?id=cctv9
CCTV10,http://106.52.196.79:80/TV/mui.php?id=cctv10
CCTV12,http://106.52.196.79:80/TV/mui.php?id=cctv12
CCTV13,http://106.52.196.79:80/TV/mui.php?id=cctv13
CCTV14,http://106.52.196.79:80/TV/mui.php?id=cctv14
CCTV15,http://106.52.196.79:80/TV/mui.php?id=cctv15
CCTV17,http://106.52.196.79:80/TV/mui.php?id=cctv17
CCTV1,http://114.246.201.137:7088/rtp/239.3.1.129:8008
CCTV2,http://114.246.201.137:7088/rtp/239.3.1.60:8084
CCTV3,http://114.246.201.137:7088/rtp/239.3.1.172:8001
CCTV4,http://114.246.201.137:7088/rtp/239.3.1.105:8092
CCTV5,http://114.246.201.137:7088/rtp/239.3.1.173:8001
CCTV5+,http://114.246.201.137:7088/rtp/239.3.1.130:8004
CCTV6,http://114.246.201.137:7088/rtp/239.3.1.174:8001
CCTV7,http://114.246.201.137:7088/rtp/239.3.1.61:8104
CCTV8,http://114.246.201.137:7088/rtp/239.3.1.175:8001
CCTV9,http://114.246.201.137:7088/rtp/239.3.1.62:8112
CCTV10,http://114.246.201.137:7088/rtp/239.3.1.63:8116
CCTV11,http://114.246.201.137:7088/rtp/239.3.1.152:8120
CCTV12,http://114.246.201.137:7088/rtp/239.3.1.64:8124
CCTV13,http://114.246.201.137:7088/rtp/239.3.1.124:8128
CCTV14,http://114.246.201.137:7088/rtp/239.3.1.65:8132
CCTV15,http://114.246.201.137:7088/rtp/239.3.1.153:8136
CCTV16,http://114.246.201.137:7088/rtp/239.3.1.184:8001
CCTV17,http://114.246.201.137:7088/rtp/239.3.1.151:8144
CCTV1,http://171.15.18.199:8180/TV00000000000000000001@HHZT
CCTV2,http://171.15.18.199:8180/TV00000000000000000002@HHZT
CCTV3,http://171.15.18.199:8180/TV00000000000000000003@HHZT
CCTV4,http://171.15.18.199:8180/TV00000000000000000004@HHZT
CCTV5,http://171.15.18.199:8180/TV00000000000000000005@HHZT
CCTV6,http://171.15.18.199:8180/TV00000000000000000006@HHZT
CCTV7,http://171.15.18.199:8180/TV00000000000000000007@HHZT
CCTV8,http://171.15.18.199:8180/TV00000000000000000008@HHZT
CCTV9,http://171.15.18.199:8180/TV00000000000000000009@HHZT
CCTV10,http://171.15.18.199:8180/TV00000000000000000010@HHZT
CCTV11,http://171.15.18.199:8180/TV00000000000000000011@HHZT
CCTV12,http://171.15.18.199:8180/TV00000000000000000012@HHZT
CCTV13,http://171.15.18.199:8180/TV00000000000000000013@HHZT
CCTV14,http://171.15.18.199:8180/TV00000000000000000014@HHZT
CCTV15,http://171.15.18.199:8180/TV00000000000000000015@HHZT
CCTV17,http://171.15.18.199:8180/TV00000000000000000017@HHZT
📚卫视📚,#genre#
辽宁卫视,http://39.134.52.215/PLTV/88888888/224/3221226859/index.m3u8
北京卫视,http://39.134.52.215/PLTV/88888888/224/3221226871/index.m3u8
黑龙江卫视,http://39.134.52.215/PLTV/88888888/224/3221226873/index.m3u8
山东卫视,http://39.134.52.215/PLTV/88888888/224/3221226875/index.m3u8
东方卫视,http://39.134.52.215/PLTV/88888888/224/3221226877/index.m3u8
安徽卫视,http://39.134.52.215/PLTV/88888888/224/3221226879/index.m3u8
湖北卫视,http://39.134.52.215/PLTV/88888888/224/3221226883/index.m3u8
重庆卫视,http://39.134.52.215/PLTV/88888888/224/3221226885/index.m3u8
湖南卫视,http://39.134.52.215/PLTV/88888888/224/3221226887/index.m3u8
天津卫视,http://39.134.52.215/PLTV/88888888/224/3221226926/index.m3u8
吉林卫视,http://39.134.52.215/PLTV/88888888/224/3221226928/index.m3u8
广东卫视,http://39.134.52.215/PLTV/88888888/224/3221226934/index.m3u8
河南卫视,http://39.134.52.215/PLTV/88888888/224/3221226936/index.m3u8
河南卫视,http://39.134.52.215/PLTV/88888888/224/3221227069/index.m3u8
四川卫视,http://39.134.52.215/PLTV/88888888/224/3221226938/index.m3u8
广西卫视,http://39.134.52.215/PLTV/88888888/224/3221227073/index.m3u8
江西卫视,http://39.134.52.215/PLTV/88888888/224/3221227136/index.m3u8
深证卫视,http://39.134.52.215/PLTV/88888888/224/3221226881/index.m3u8
东南卫视,http://39.134.52.215/PLTV/88888888/224/3221226536/index.m3u8
东南卫视,http://39.134.52.215/PLTV/88888888/224/3221227071/index.m3u8
河北卫视,http://39.134.52.215/PLTV/88888888/224/3221226576/index.m3u8
河北卫视,http://39.134.52.215/PLTV/88888888/224/3221227132/index.m3u8
广西卫视,http://39.134.52.215/PLTV/88888888/224/3221226580/index.m3u8
贵州卫视,http://39.134.52.215/PLTV/88888888/224/3221226616/index.m3u8
浙江卫视,http://39.134.52.215/PLTV/88888888/224/3221226618/index.m3u8
浙江卫视,http://39.134.52.215/PLTV/88888888/224/3221226932/index.m3u8
江苏卫视,http://39.134.52.215/PLTV/88888888/224/3221226638/index.m3u8
江苏卫视,http://39.134.52.215/PLTV/88888888/224/3221226930/index.m3u8
江西卫视,http://39.134.52.215/PLTV/88888888/224/3221226516/index.m3u8
厦门卫视,http://39.134.52.215/PLTV/88888888/224/3221226529/index.m3u8
湖南卫视,http://39.134.52.215/PLTV/88888888/224/3221226532/index.m3u8
浙江卫视,http://39.134.52.215/PLTV/88888888/224/3221226541/index.m3u8
安徽卫视,http://39.134.52.215/PLTV/88888888/224/3221226569/index.m3u8
北京卫视,http://39.134.52.215/PLTV/88888888/224/3221226574/index.m3u8
重庆卫视,http://39.134.52.215/PLTV/88888888/224/3221226575/index.m3u8
湖北卫视,http://39.134.52.215/PLTV/88888888/224/3221226579/index.m3u8
宁夏卫视,http://39.134.52.215/PLTV/88888888/224/3221226587/index.m3u8
山东卫视,http://39.134.52.215/PLTV/88888888/224/3221226589/index.m3u8
陕西卫视,http://39.134.52.215/PLTV/88888888/224/3221226591/index.m3u8
深圳卫视,http://39.134.52.215/PLTV/88888888/224/3221226595/index.m3u8
四川卫视,http://39.134.52.215/PLTV/88888888/224/3221226597/index.m3u8
天津卫视,http://39.134.52.215/PLTV/88888888/224/3221226599/index.m3u8
新疆卫视,http://39.134.52.215/PLTV/88888888/224/3221226601/index.m3u8
兵团卫视,http://39.134.52.215/PLTV/88888888/224/3221226602/index.m3u8
东方卫视,http://39.134.52.215/PLTV/88888888/224/3221226610/index.m3u8
甘肃卫视,http://39.134.52.215/PLTV/88888888/224/3221226612/index.m3u8
广东卫视,http://39.134.52.215/PLTV/88888888/224/3221226614/index.m3u8
黑龙江卫视,http://39.134.52.215/PLTV/88888888/224/3221226620/index.m3u8
内蒙古卫视,http://39.134.52.215/PLTV/88888888/224/3221226626/index.m3u8
青海卫视,http://39.134.52.215/PLTV/88888888/224/3221226628/index.m3u8
西藏卫视,http://39.134.52.215/PLTV/88888888/224/3221226630/index.m3u8
云南卫视,http://39.134.52.215/PLTV/88888888/224/3221226634/index.m3u8
云南卫视,http://39.134.52.215/PLTV/88888888/224/3221227134/index.m3u8
吉林卫视,http://39.134.52.215/PLTV/88888888/224/3221226763/index.m3u8
延边卫视,http://39.134.52.215/PLTV/88888888/224/3221226767/index.m3u8
康巴卫视,http://39.134.52.215/PLTV/88888888/224/3221226822/index.m3u8
安多卫视,http://39.134.52.215/PLTV/88888888/224/3221226769/index.m3u8
农林卫视,http://39.134.52.215/PLTV/88888888/224/3221226818/index.m3u8
山东教育卫视,http://39.134.52.215/PLTV/88888888/224/3221226816/index.m3u8
西藏藏语,http://39.134.52.215/PLTV/88888888/224/3221226820/index.m3u8
嘉佳卡通,http://39.134.52.215/PLTV/88888888/224/3221226514/index.m3u8
金鹰卡通高清,http://39.134.52.215/PLTV/88888888/224/3221226543/index.m3u8
金鹰卡通高清,http://39.134.52.215/PLTV/88888888/224/3221226940/index.m3u8
优漫卡通,http://39.134.52.215/PLTV/88888888/224/3221226548/index.m3u8


湖南卫视,http://171.15.18.199:8180/TV00000000000000000018@HHZT
浙江卫视,http://171.15.18.199:8180/TV00000000000000000020@HHZT
东方卫视,http://171.15.18.199:8180/TV00000000000000000021@HHZT
天津卫视,http://171.15.18.199:8180/TV00000000000000000022@HHZT
山东卫视,http://171.15.18.199:8180/TV00000000000000000024@HHZT
湖北卫视,http://171.15.18.199:8180/TV00000000000000000025@HHZT
深圳卫视,http://171.15.18.199:8180/TV00000000000000000026@HHZT
重庆卫视,http://171.15.18.199:8180/TV00000000000000000030@HHZT
广东卫视,http://171.15.18.199:8180/TV00000000000000000031@HHZT
广西卫视,http://171.15.18.199:8180/TV00000000000000000032@HHZT
东南卫视,http://171.15.18.199:8180/TV00000000000000000033@HHZT
云南卫视,http://171.15.18.199:8180/TV00000000000000000034@HHZT
河北卫视,http://171.15.18.199:8180/TV00000000000000000035@HHZT
吉林卫视,http://171.15.18.199:8180/TV00000000000000000036@HHZT
江西卫视,http://171.15.18.199:8180/TV00000000000000000037@HHZT
山西卫视,http://171.15.18.199:8180/TV00000000000000000038@HHZT
陕西卫视,http://171.15.18.199:8180/TV00000000000000000039@HHZT
四川卫视,http://171.15.18.199:8180/TV00000000000000000040@HHZT
河南卫视,http://171.15.18.199:8180/TV00000000000000000016@HHZT
黑龙江卫视,http://171.15.18.199:8180/TV00000000000000000027@HHZT
海南卫视,http://171.15.18.199:8180/TV00000000000000000028@HHZT

📚dj串烧合集📚,#genre#
“怀念哥哥”《张国荣1989年告别乐坛演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmcac7m0ci4h2gzc/360p/h264/1670916229791952922/mda-nmcac7m0ci4h2gzc.mp4
“玫瑰王子”邰正宵《2002年重奏有你演唱会 完整版》,https://vd2.bdstatic.com/mda-pap5ysceagidnf3v/hd/cae_h264/1674549162055413074/mda-pap5ysceagidnf3v.mp4
“歌坛浪子”“孤鹰”王杰《2001 香港红馆 万岁演唱会 DVD版》,https://vd2.bdstatic.com/mda-nmmhsiv6i89s0r06/360p/h264/1671712584454221071/mda-nmmhsiv6i89s0r06.mp4
“畅销歌手”许志安《2011 On and On 25周年演唱会完整版》,https://vd2.bdstatic.com/mda-pa7fpfbta5h2usrp/360p/h264/1673176063288959697/mda-pa7fpfbta5h2usrp.mp4
“情歌教父”周传雄《时不知归 世界巡迴演唱会 完整版》致敬青春,https://vd2.bdstatic.com/mda-nmgc0ms3fm9b3bu3/576p/h264/1671266481202765955/mda-nmgc0ms3fm9b3bu3.mp4
“行走的CD”“JJ”林俊杰《2015时线新地球 巡回演唱会 完整版》,https://vd3.bdstatic.com/mda-nms50i1sia113r2r/576p/h264/1672112770324111320/mda-nms50i1sia113r2r.mp4
“亚洲舞王”《郭富城2013年回演唱会香港站 完整版》,https://vd4.bdstatic.com/mda-nmdfbhu809ktgnuh/360p/h264/1671015249590151746/mda-nmdfbhu809ktgnuh.mp4
“香港女儿”梅艳芳《2003年经典金曲演唱会完整版》一代巨星陨落,https://vd4.bdstatic.com/mda-nmegba7fpnyzhds1/576p/h264/1671104210184413087/mda-nmegba7fpnyzhds1.mp4
刀郎《2007 乌鲁木齐十周年演唱会 完整版》,https://vd4.bdstatic.com/mda-nmsk6gmfyex21hr1/360p/h264/1672150647837878589/mda-nmsk6gmfyex21hr1.mp4
“谢皇上”《谢霆锋2000年viva演唱会高清完整版》锋迷必看！,https://vd2.bdstatic.com/mda-nmcj7tziypfkmubu/360p/h264/1670938894231640080/mda-nmcj7tziypfkmubu.mp4
“甜心教主”王心凌《2021 台北小巨蛋演唱会 高清完整版》,https://vd2.bdstatic.com/mda-pa2cpund9weddj58/576p/h264/1672736536177563955/mda-pa2cpund9weddj58.mp4
叶倩文演唱会,https://alimov2.a.kwimgs.com/upic/2020/10/01/20/BMjAyMDEwMDEyMDMzNDlfMTE0Mzc4ODk3OF8zNjk0Njc4ODI3OF8yXzM=_b_B77b9c6c66d5b6dafbe520a286bb6e6b9.mp4
“流行音乐之王”迈克杰克逊《危险之旅演唱会 完整版 珍藏版》,https://vd2.bdstatic.com/mda-nmu42idx0zwhihq8/576p/h264/1672282865450326183/mda-nmu42idx0zwhihq8.mp4
“天王杀手”“四牛”周华健《2015今天唱什么 巡回演唱会完整版》,https://vd2.bdstatic.com/mda-pa3cxmj5kz5viwwq/576p/h264/1672824310339702670/mda-pa3cxmj5kz5viwwq.mp4
“天王杀手”“四牛”周华健《2016 出道30年演唱会 完整版》,https://vd3.bdstatic.com/mda-pa3ecnd7aukyaf4a/576p/h264/1672827636953342632/mda-pa3ecnd7aukyaf4a.mp4
“情歌王子”张信哲《2016年 还爱光年演唱会 完整版》经典之作！,https://vd2.bdstatic.com/mda-nmh7q2cm8dwjnum3/576p/h264/1671341864394610629/mda-nmh7q2cm8dwjnum3.mp4
“情歌王子”张信哲《2018年歌时代II 演唱会 完整版》非常好看,https://vd3.bdstatic.com/mda-nmh90x7nebc5706t/576p/h264/1671345460202595301/mda-nmh90x7nebc5706t.mp4
“奶茶”刘若英《2016 Renext 台北我敢世界巡回演唱会 完整版》,https://vd4.bdstatic.com/mda-nmq4kv7nj8fisyyu/576p/h264/1671939594909809041/mda-nmq4kv7nj8fisyyu.mp4
“奶茶”刘若英《2018跟我走 乌镇英小姐限定版演唱会 完整版》,https://vd3.bdstatic.com/mda-nmq65j4uv5s0beu7/hd/cae_h264/1673248606002110391/mda-nmq65j4uv5s0beu7.mp4
“玉女掌门人”周慧敏《2006与爱长流演唱会 高清完整版》,https://vd3.bdstatic.com/mda-paf2ni0c5ys3hqtx/576p/h264/1673834172840368674/mda-paf2ni0c5ys3hqtx.mp4
“玉女掌门人”“不老女神”周慧敏《DeepV25周年演唱会 完整版》,https://vd2.bdstatic.com/mda-nmji71xik2a94i0p/576p/h264/1671540995626474873/mda-nmji71xik2a94i0p.mp4
“玉女掌门人”“不老女神”周慧敏《30周年 演唱会高清 完整版》,https://vd3.bdstatic.com/mda-nmk3vfc49zsei6ek/576p/h264/1671591746174731071/mda-nmk3vfc49zsei6ek.mp4
“巨肺天后”“小LuLu”邓紫棋《2015年XXX北京演唱会 完整版》,https://vd2.bdstatic.com/mda-nmmdn9c6wfb058fg/576p/h264/1671702121121048555/mda-nmmdn9c6wfb058fg.mp4
“巨肺天后”“小LuLu”邓紫棋《2017 世界巡回演唱会 完整版》,https://vd4.bdstatic.com/mda-nmme7ggr3353yfce/360p/h264/1671703414902151326/mda-nmme7ggr3353yfce.mp4
邓紫棋演唱会,https://txmov2.a.kwimgs.com/upic/2020/05/03/00/BMjAyMDA1MDMwMDI1NThfMTA4ODgyMjg1OF8yNzg1MTg2NjE4Nl8yXzM=_b_Becfaef0427da414c3aad36364ca49e85.mp4
“亚洲铁人”任贤齐《2015年 落跑吧 爱情演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmfghew2rp3wcqp5/hd/cae_h264/1671202143575146017/mda-nmfghew2rp3wcqp5.mp4
“亚洲铁人”任贤齐《2020年齐迹演唱会 台北站 完整版 蓝光字幕》,https://vd3.bdstatic.com/mda-nmfkavww2vps91pz/hd/cae_h264/1671209200204248516/mda-nmfkavww2vps91pz.mp4
“歌神接班人”陈奕迅《2007红磡体育馆演唱会 4K高清 完整版》,https://vd4.bdstatic.com/mda-paw7k4hdfnz4xyry/576p/h264/1675143278817711982/mda-paw7k4hdfnz4xyry.mp4
“歌神接班人”陈奕迅《2010“DUO”演唱会高清完整版》神级现场！,https://vd4.bdstatic.com/mda-nmfac23y1z5zr3mn/hd/cae_h264/1671183014510079803/mda-nmfac23y1z5zr3mn.mp4
“歌神接班人”陈奕迅《Eason’s Life 2013香港演唱会 完整版》,https://vd2.bdstatic.com/mda-nmn90etbajxggvpb/576p/h264/1671777371048275385/mda-nmn90etbajxggvpb.mp4
“现场之王”《伍佰2018年China.Blue.透南风演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmeb54vh3bws7c4c/576p/h264/1671091096057328271/mda-nmeb54vh3bws7c4c.mp4
摇滚诗人、现场之王《伍佰生命现场演唱会全集》,https://vd2.bdstatic.com/mda-nmbk1dc1rd2h9m1t/576p/h264/1670854626527512118/mda-nmbk1dc1rd2h9m1t.mp4
伍佰演唱会,https://txmov2.a.kwimgs.com/upic/2021/01/07/22/BMjAyMTAxMDcyMjU0MzRfODI4NTk1NTQ0XzQyMDMwMTYyOTIwXzJfMw==_b_Bf5420efd42bfae1dca666d543730fbda.mp4
亚洲天王“周董”周杰伦《2002 THE ONE台北演唱会 完整版》金曲版,https://vd3.bdstatic.com/mda-nmgdfvsm9kc46pcz/576p/h264/1671270120913302151/mda-nmgdfvsm9kc46pcz.mp4
亚洲天王“周董”《周杰伦2004无与伦比演唱会完整版》杰迷必看的,https://vd4.bdstatic.com/mda-nmbpre7yr8iug4m1/576p/h264/1670863877948761917/mda-nmbpre7yr8iug4m1.mp4
亚洲天王“周董”《周杰伦2007年世界巡回演唱会完整版》,https://vd4.bdstatic.com/mda-nmbgya8v797emg7u/576p/h264/1670847005358747234/mda-nmbgya8v797emg7u.mp4
亚洲天王“周董”《周杰伦2010超时代演唱会高清完整版》杰迷必看,https://vd2.bdstatic.com/mda-nmc4khkjnn0k62bn/360p/h264/1670901524505595792/mda-nmc4khkjnn0k62bn.mp4
亚洲天王“周董”《周杰伦2013年摩天轮世界巡回演唱会完整版》,https://vd4.bdstatic.com/mda-nmcex5u2u9puxz6d/576p/h264/1670928165588976698/mda-nmcex5u2u9puxz6d.mp4
亚洲天王“周董”《周杰伦2016年地表最强世界巡回演唱会完整版》,https://vd2.bdstatic.com/mda-nmd5ujxqrmxh59qj/576p/h264/1670992604552514459/mda-nmd5ujxqrmxh59qj.mp4
“永远的歌神”《张学友91年每天爱你多一些演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmc6bf7vqqtxnjs6/hd/cae_h264/1670912304665334108/mda-nmc6bf7vqqtxnjs6.mp4
“四大天王”“歌神”张学友《1993年 学与友经典演唱会 完整版》,https://vd4.bdstatic.com/mda-nmbjevniypk396e3/576p/h264/1670853087045956378/mda-nmbjevniypk396e3.mp4
“四大天王”“歌神”张学友《1995年友学友 经典演唱会 完整版》,https://vd3.bdstatic.com/mda-nmf3ms2fzrxski1f/hd/cae_h264/1671162288536760512/mda-nmf3ms2fzrxski1f.mp4
“四大天王”“歌神”张学友《1999 友个人演唱会 高清完整版》,https://vd2.bdstatic.com/mda-pb36w8b6rnc0z5hj/576p/h264/1675486718975622631/mda-pb36w8b6rnc0z5hj.mp4
“四大天王”“歌神”张学友《2007年 光年巡回 演唱会 完整版》,https://vd4.bdstatic.com/mda-nmek3yr26v0mmia8/360p/h264/1671114180615380093/mda-nmek3yr26v0mmia8.mp4
“四大天王”“歌神”张学友《2016年学友经典台北演唱会 完整版》,https://vd4.bdstatic.com/mda-nmn72w34juavvyx6/576p/h264/1671772109003214938/mda-nmn72w34juavvyx6.mp4
张学友演唱会,https://alimov2.a.kwimgs.com/upic/2020/05/11/04/BMjAyMDA1MTEwNDE3NTRfMTA4ODgyMjg1OF8yODM1OTM2NTkxMl8yXzM=_b_Bf2cbd177f1349dcfc12d89443cf374af.mp4
永远25岁的“谭校长”《谭咏麟94年纯金曲演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmcb4ycjrf5qhjaw/hd/cae_h264/1670924774390584075/mda-nmcb4ycjrf5qhjaw.mp4
“谭校长”谭咏麟《2005 歌者恋歌浓情30年 演唱会 完整字幕版》,https://vd3.bdstatic.com/mda-pb288z52kkp24j7d/hd/cae_h264/1675405760149439666/mda-pb288z52kkp24j7d.mp4
“谭校长”谭咏麟《2010 再度感动香港演唱会 高清完整版》,https://vd4.bdstatic.com/mda-pb34i0fpkj0m4cps/hd/cae_h264/1675494022570178771/mda-pb34i0fpkj0m4cps.mp4
